up:P62489	rno:117017
up:Q0AJB2	net:Neut_0275
up:Q63PH8	bps:BPSL3398
up:Q27S65	sot:4099854
up:Q3Z8Z4	det:DET0562
up:Q02XA3	llc:LACR_1935
up:Q1BRA8	bcn:Bcen_2951
up:A9AVV2	hau:Haur_4070
up:Q8Y4C0	lmo:lmo2531
up:Q71WP7	lmf:LMOf2365_2504
up:A0ALL5	lwe:lwe2479
up:A2C6X5	pmf:P9303_04831
up:A5VIQ9	lre:Lreu_0465
up:Q62FR7	bma:BMA2955
up:A9AJG2	bmu:Bmul_0104
up:A9AJG2	bmj:BMULJ_03161
up:B7JB86	afr:AFE_3205
up:Q49Z52	ssp:SSP0779
up:C5BKJ7	ttu:TERTU_4718
up:Q9CER8	lla:L8990
up:Q3AZM1	sye:Syncc9902_0488
up:Q0P3K5	ota:OstapCp47
up:Q2S6N9	hch:HCH_07073
up:A9BFX5	pmo:Pmob_0747
up:Q927W2	lin:atpA
up:P26679	ehr:EHR_08490
up:Q0VKX2	abo:ABO_2728
up:Q7NCS3	gvi:gvip398
up:Q82XQ0	neu:NE0204
up:A1WZT3	hha:Hhal_2432
up:Q88UU1	lpl:lp_2366
up:Q85FQ8	cme:CymeCp193
up:Q03A20	lca:LSEI_1164
up:Q2YCA5	nmu:Nmul_A0308
up:Q8XU74	rso:RSc3319
up:B2UGV1	rpi:Rpic_3514
up:Q4FQ35	par:Psyc_2026
up:B1NWD5	mesc:6000076
up:A5WBA5	ppf:Pput_5297
up:P56757	ath:ArthCp007
up:Q1Q897	pcr:Pcryo_2329
up:Q112Z6	ter:Tery_2199
up:Q2L8Z1	ghi:3989190
up:A6L8N5	pdi:BDI_0264
up:B1JFU3	ppw:PputW619_5202
up:B2FHZ0	sml:Smlt4113
up:Q3C1H4	nsy:3735049
up:B2GAU3	lfe:LAF_0439
up:Q7W3A8	bpa:BPP4137
up:A1U7H6	maq:Maqu_3877
up:C3K1E8	pfs:PFLU_6120
up:B0KRB0	ppg:PputGB1_5433
up:P00823	nta:800492
up:Q0A4M6	aeh:Mlg_2871
up:Q5P4E4	eba:ebA3004
up:A4Y189	pmy:Pmen_4609
up:Q33C53	nto:3776377
up:Q1KXW5	han:4055579
up:Q5X0P1	lpp:lpp3055
up:B4SJS1	smt:Smal_3513
up:Q5M106	stc:str0482
up:A0LSL4	ace:Acel_0651
up:Q5WSG6	lpf:lpl2912
up:Q2PMS8	gmx:3989298
up:Q46VX8	reu:Reut_A3348
up:P06450	soe:2715575
up:A4VS64	psa:PST_4193
up:Q88BX2	ppu:PP_5415
up:A0M6G4	gfo:GFO_3266
up:A4SUT2	pnu:Pnuc_0024
up:Q3J6M9	noc:Noc_3076
up:Q9KNH3	vch:VC2766
up:Q2QDA3	csv:3429374
up:Q9HT18	pae:PA5556
up:Q3ZZT9	deh:cbdbA536
up:B0BRX4	apj:APJL_1681
up:B3H2P5	apa:APP7_1710
up:A3N2U6	apl:APL_1648
up:P05022	zma:845169
up:A4GGB2	pvu:PhvuCp29
up:Q6NHT1	cdi:DIP1050
up:Q332Y4	lsv:3772896
up:Q8DDH0	vvu:VV1_1019
up:Q87KA6	vpa:VP3071
up:Q0ZJ35	vvi:4025114
up:B1XSD2	pne:Pnec_0020
up:A5III5	lpc:LPC_3299
up:Q03V27	lme:LEUM_1871
up:Q7MGH8	vvy:VV3253
up:P95787	smu:SMU_1530
up:A9BPU5	dac:Daci_0418
up:Q6FFK2	aci:ACIAD0185
up:B8G6G8	cag:Cagg_0987
up:Q223D4	rfr:Rfer_0108
up:B3PIS9	cja:CJA_3811
up:A9HY40	bpt:Bpet0340
up:P50000	awo:Awo_c02210
up:A2SC68	mpt:Mpe_A0195
up:B1A920	cpap:5878326
up:Q2KU34	bav:BAV3216
up:Q6YXK3	ppp:2546698
up:Q38WK3	lsa:LCA_1128
up:Q87E88	xft:PD_0430
up:Q87TT2	pst:PSPTO_5601
up:B1Y3S9	lch:Lcho_3528
up:Q5R2J2	pss:102462433
up:Q05025	cjo:107318960
up:P17244	cge:100736557
up:P00356	gga:374193
up:O57479	clv:102089934
up:P10096	bta:281181
up:P00355	ssc:396823
up:P16858	mmu:100042025
up:P16858	mmu:14433
up:P04797	rno:108351137
up:P04797	rno:24383
up:Q9N2D5	fca:493876
up:P51469	xla:380259
up:P04406	hsa:2597
up:P46406	ocu:100009074
up:Q5XJ10	dre:317743
up:Q5RAB4	pon:100172694
up:Q6CCU7	yli:YALI0C06369g
up:Q94469	ddi:DDB_G0275153
up:Q5MJ86	dre:406367
up:P20287	smm:Smp_056970.1
up:P0CN74	cne:CNF03160
up:O44104	dpo:Dpse_GA21397
up:P07487	dme:Dmel_CG8893
up:P07486	dme:Dmel_CG12055
up:P54118	ncr:NCU01528
up:O14556	hsa:26330
up:Q6BMK0	dha:DEHA2F04796g
up:Q9SAJ6	ath:AT1G79530
up:Q9P8C0	pno:SNOG_01278
up:Q5E924	ath:AT1G16300
up:Q8X1X3	pbl:PAAG_08468
up:P32809	cbr:CBG14137
up:P20445	ani:AN8041.2
up:P09317	uma:UMAG_02491
up:P78958	spo:SPBC32F12.11
up:P32810	cbr:CBG14136
up:I2BA89	ebt:EBL_c23540
up:Q0J8A4	osa:4344564
up:P17330	cel:CELE_K10B3.7
up:P17329	cel:CELE_K10B3.8
up:P04970	cel:CELE_T09F3.3
up:Q1DTF9	cim:CIMG_06404
up:P17331	cel:CELE_F33H1.2
up:P0A1P0	stm:STM1290
up:B7LQ20	efe:EFER_1293
up:Q9ESV6	rno:66020
up:Q8J1H3	cpw:CPC735_029060
up:Q9FX54	ath:AT1G13440
up:P08735	zma:542367
up:Q64467	mmu:14447
up:P0A9B4	ece:Z2818
up:P0A9B4	ecs:ECs2488
up:Q7FAH2	osa:4336216
up:Q4R3T1	mcf:101866112
up:Q09054	zma:542718
up:P25858	ath:AT3G04120
up:Q2KJE5	bta:532231
up:Q6FSM4	cgr:CAGL0G09383g
up:Q6K5G8	osa:4329892
up:P17819	kla:KLLA0_F20988g
up:Q6CX23	kla:KLLA0_A11858g
up:P44304	hin:HI0001
up:Q43247	zma:542333
up:P00359	sce:YGR192C
up:Q757I2	ago:AGOS_AER031C
up:P00358	sce:YJR009C
up:P00360	sce:YJL052W
up:Q6FPW3	cgr:CAGL0J00451g
up:P80506	ana:all2566
up:P34916	ava:Ava_0495
up:Q59199	bfr:BF0967
up:Q07234	bas:BUsg_287
up:P57384	buc:BU298
up:P52694	rso:RSc2749
up:Q89AK1	bab:bbp_276
up:P49433	syn:slr0884
up:Q9Z7T0	cpn:CPn0624
up:Q9Z7T0	cpa:CP_0123
up:Q9Z7T0	cpj:gapA
up:Q9Z7T0	cpt:CpB0650
up:Q9PJN6	cmu:TC_0792
up:B0B879	ctb:CTL0767
up:P0CE13	ctr:CT_505
up:P09124	bsu:BSU33940
up:P23722	bmd:BMD_5038
up:Q9Z518	sco:SCO1947
up:Q829W3	sma:SAVERM_6296
up:A0QWW2	msm:MSMEG_3084
up:A0QWW2	msg:MSMEI_3006
up:A0QWW2	msb:LJ00_15345
up:O67161	aae:aq_1065
up:A2VDT1	bta:100137722
up:O75365	hsa:11156
up:Q78EG7	rno:100365697
up:Q78EG7	rno:103693189
up:Q78EG7	rno:29463
up:Q5R7J8	pon:100173305
up:Q9D658	mmu:19245
up:Q6P9X4	rno:85237
up:P17343	cel:CELE_F13D12.7
up:Q9HAV0	hsa:59345
up:P62879	hsa:2783
up:Q6PH57	dre:322104
up:P26308	dme:Dmel_CG10545
up:P62871	bta:281201
up:Q5R5W8	pon:100173664
up:O35353	rno:294962
up:P29387	mmu:14696
up:Q6TMK6	cge:100689442
up:P52287	rno:60449
up:P79147	cfa:403511
up:Q61011	mmu:14695
up:P16520	hsa:2784
up:P36408	ddi:DDB_G0277143
up:Q92747	hsa:10552
up:Q1JP79	bta:508402
up:Q99PD4	rno:81824
up:Q9R0Q6	mmu:56443
up:Q58CQ2	bta:326600
up:Q9WV32	mmu:11867
up:O88656	rno:54227
up:O15143	hsa:10095
up:P11940	hsa:26986
up:P29341	mmu:18458
up:Q5R8F7	pon:100189758
up:Q9EPH8	rno:171350
up:Q13310	hsa:8761
up:Q6IP09	xla:432140
up:P20965	xla:379896
up:Q6DEY7	xtr:448615
up:Q6GR16	xla:443777
up:Q9H361	hsa:5042
up:Q98SP8	xla:398221
up:Q4VXU2	hsa:80336
up:Q54BM2	ddi:DDB_G0293558
up:Q96DU9	hsa:140886
up:Q7JGR2	mcc:696409
up:Q5JQF8	hsa:340529
up:Q5JQF8	hsa:645974
up:P53478	gga:415296
up:O17320	crg:105340469
up:P53505	xla:100337595
up:P17126	hmg:100202036
up:P10987	dme:Dmel_CG4027
up:P02572	dme:Dmel_CG12051
up:P04829	bmor:100145915
up:P10984	cel:CELE_T04C12.5
up:O18500	sko:100303601
up:P53501	dme:Dmel_CG10067
up:P49128	aag:5572986
up:O18499	sko:100303600
up:P53470	smm:Smp_046600
up:P10981	dme:Dmel_CG18290
up:P79818	ola:100049433
up:Q93131	bfo:BRAFLDRAFT_56687
up:P60711	rno:81822
up:Q6NVA9	xtr:407952
up:P48975	cge:100689477
up:Q6P378	xtr:394957
up:P0DM41	cel:CELE_T04C12.4
up:P0DM41	cel:CELE_T04C12.6
up:Q7ZVI7	dre:57934
up:P10986	cel:CELE_M03F4.2
up:P07836	bmor:100145913
up:O93400	xla:108703086
up:O93400	xla:398459
up:P53485	tru:101079312
up:P18499	spu:373296
up:P53474	spu:373298
up:P63259	rno:100361457
up:P63259	rno:287876
up:P83967	dme:Dmel_CG5178
up:P07837	bmor:100145914
up:P29751	ocu:100009272
up:P02574	dme:Dmel_CG7478
up:P68142	tru:101073736
up:O42161	sasa:100136352
up:Q54GX7	ddi:DDB_G0289811
up:Q553U6	ddi:DDB_G0275023
up:P07830	ddi:DDB_G0269234
up:P07830	ddi:DDB_G0272248
up:P07830	ddi:DDB_G0272520
up:P07830	ddi:DDB_G0274129
up:P07830	ddi:DDB_G0274133
up:P07830	ddi:DDB_G0274135
up:P07830	ddi:DDB_G0274137
up:P07830	ddi:DDB_G0274285
up:P07830	ddi:DDB_G0274561
up:P07830	ddi:DDB_G0274599
up:P07830	ddi:DDB_G0274601
up:P07830	ddi:DDB_G0274727
up:P07830	ddi:DDB_G0280545
up:P07830	ddi:DDB_G0288879
up:P07830	ddi:DDB_G0289005
up:P07830	ddi:DDB_G0289553
up:P07830	ddi:DDB_G0289663
up:P07829	ddi:DDB_G0289487
up:P12431	spu:581500
up:P63269	rno:25365
up:P62738	rno:81633
up:Q10DV7	osa:4333919
up:Q9UVX4	cci:CC1G_08232
up:P53496	ath:AT3G12110
up:P08023	gga:423787
up:P53498	cre:CHLREDRAFT_24392
up:Q8BFZ3	mmu:238880
up:P68035	rno:29275
up:P20399	xtr:394982
up:P68139	gga:421534
up:O81221	ghi:107932458
up:O81221	ghi:107953109
up:P53494	ath:AT5G59370
up:P53497	ath:AT3G46520
up:P0CJ46	ath:AT2G37620
up:P0CJ46	ath:AT3G53750
up:P10989	spo:SPBC32H8.12c
up:P04751	xla:379752
up:Q98972	ola:100049431
up:P10995	xla:779129
up:P53480	tru:101062076
up:P53480	tru:101072885
up:P53480	tru:101077200
up:Q10AZ4	osa:4334702
up:Q562R1	hsa:345651
up:P60009	cgr:CAGL0K12694g
up:P04752	xla:398426
up:P04752	xla:779096
up:Q6P8G3	xtr:394673
up:P68140	tru:101069447
up:P53479	ccar:109108280
up:P53492	ath:AT5G09810
up:P53500	cme:CYME_CMM237C
up:Q75D00	ago:AGOS_ABR222W
up:Q96293	ath:AT1G49240
up:P17128	kla:KLLA0_D05357g
up:Q96292	ath:AT3G18780
up:P20359	ani:AN6542.2
up:Q9UVF3	yli:YALI0D08272g
up:Q9P4D1	ppa:PAS_chr3_1169
up:Q55EU6	ddi:DDB_G0268744
up:P50395	hsa:2665
up:O97555	cfa:403819
up:P50396	mmu:14567
up:P50398	rno:25183
up:Q61598	mmu:14569
up:P50397	bta:509832
up:P21856	bta:281188
up:Q8HXX7	mcf:102142996
up:P31150	hsa:2664
up:Q5RCE1	pon:100172200
up:Q6Q7J2	ssc:414427
up:O97556	cfa:403818
up:Q10305	spo:SPAC22H10.12c
up:Q9LXC0	ath:AT5G09550
up:Q96254	ath:AT2G44100
up:O24653	ath:AT3G59920
up:P39958	sce:YER136W
up:P18824	dme:Dmel_CG11579
up:Q0VCX4	bta:539003
up:Q02248	mmu:12387
up:P35222	hsa:1499
up:Q9WU82	rno:84353
up:Q02453	mde:101899911
up:Q7QHW5	aga:AgaP_AGAP001043
up:Q17GS9	aag:5576477
up:P30998	xla:399278
up:Q6P0K8	rno:81679
up:Q8SPJ1	bta:445543
up:Q8WNW3	ssc:397592
up:Q02257	mmu:16480
up:P14923	hsa:3728
up:O18405	dme:Dmel_CG6202
up:O57590	tru:101075587
up:Q800K9	gga:374273
up:Q7SZQ7	dre:394102
up:A7YY49	bta:526045
up:O15260	hsa:6836
up:Q64310	mmu:20932
up:Q18864	cel:CELE_C54H2.5
up:Q5I597	bta:497025
up:O35490	mmu:12116
up:Q5RFG2	pon:100174207
up:Q93088	hsa:635
up:O09171	rno:81508
up:Q5M8Z0	xtr:496651
up:Q32LQ4	dre:322228
up:Q5XGM3	xla:495275
up:Q9H2M3	hsa:23743
up:Q5RF32	pon:100174229
up:Q68FT5	rno:365972
up:Q91WS4	mmu:64918
up:Q32LQ6	dre:641486
up:Q9DC37	mmu:66868
up:Q1JQC1	bta:508337
up:Q9H3U5	hsa:64747
up:Q5R8G5	pon:100174559
up:Q5ZIT9	gga:425017
up:Q4UDU8	tan:TA12105
up:P02829	sce:YPL240C
up:O57521	dre:30573
up:Q25189	hmg:100197367
up:P63245	rno:83427
up:O42248	dre:30722
up:O18640	dme:Dmel_CG7111
up:Q01369	ncr:NCU05810
up:Q21215	cel:CELE_K04D7.1
up:P25387	cre:CHLREDRAFT_105734
up:Q10281	spo:SPAC6B12.15
up:O24456	ath:AT1G18080
up:Q9LV28	ath:AT3G18130
up:Q9C4Z6	ath:AT1G48630
up:P49026	nta:107763849
up:Q39836	gmx:547868
up:Q6L4F8	osa:4339539
up:P49027	osa:4324115
up:P83774	cal:CAALFM_C701250WA
up:P46800	ddi:DDB_G0275045
up:P38011	sce:YMR116C
up:Q3THS6	mmu:232087
up:P31153	hsa:4144
up:P18298	rno:171347
up:P13444	rno:25331
up:Q91X83	mmu:11720
up:Q00266	hsa:4143
up:Q2KJC6	bta:541078
up:P40320	dme:Dmel_CG2674
up:P50305	cel:CELE_C06E7.1
up:P48466	ncr:NCU02657
up:P50306	cel:CELE_C06E7.3
up:Q27522	cel:CELE_T13A10.11
up:O60198	spo:SPBC14F5.05c
up:O17680	cel:CELE_C49F5.1
up:P19358	sce:YDR502C
up:P10659	sce:YLR180W
up:Q54F07	ddi:DDB_G0291179
up:A8HYU5	cre:CHLREDRAFT_182408
up:Q6SYB9	nta:107807060
up:Q9LUT2	ath:AT3G17390
up:Q0DKY4	osa:4337733
up:A9PDZ7	pop:7478878
up:P43282	sly:544302
up:A7Q0V4	vvi:100243560
up:A4PU48	mtr:MTR_7g110310
up:Q38JH8	sot:102578902
up:A9PEK8	pop:7498224
up:A7PQS0	vvi:100263678
up:Q9SJL8	ath:AT2G36880
up:A7QJG1	vvi:100245243
up:Q9M7K8	nta:107785513
up:A7NVX9	vvi:100244176
up:A9PHC5	pop:18100144
up:Q307Y9	sot:102588511
up:Q9LGU6	osa:4325163
up:A9P822	pop:7495188
up:P43280	sly:544155
up:P17562	ath:AT4G01850
up:P43281	sly:101247506
up:P93438	osa:4326996
up:A7PRJ6	vvi:100251171
up:P23686	ath:AT1G02500
up:Q00VB2	ota:OT_ostta15g00955
up:Q38YF8	lsa:LCA_0468
up:Q0TND4	cpf:CPF_2435
up:A5VL29	lre:Lreu_1296
up:A4S779	olu:OSTLU_27381
up:A4S779	olu:OSTLU_47517
up:A8FGH7	bpu:BPUM_2686
up:Q5WDZ8	bcl:ABC2878
up:A0Q2Y4	cno:NT01CX_0516
up:Q5KW02	gka:GK2849
up:Q816Q8	bce:BC4761
up:Q72YV6	bca:BCE_4914
up:B7IL28	bcg:BCG9842_B0363
up:Q8EP05	oih:OB2314
up:Q81KI0	ban:BA_5017
up:Q81KI0	bar:GBAA_5017
up:Q81KI0	bat:BAS4660
up:A0RJZ7	btl:BALH_4340
up:A7GU40	bcy:Bcer98_3437
up:Q6HCB4	btk:BT9727_4500
up:A4IRZ1	gtn:GTNG_2750
up:P54419	bsu:BSU30550
up:Q837P9	efa:EF0784
up:A9VLC6	bwe:BcerKBAB4_4594
up:Q3A388	pca:Pcar_1928
up:C5D6E9	gwc:GWCH70_2777
up:B2GDG2	lfe:LAF_1358
up:Q67T90	sth:STH118
up:A7Z7Y9	bay:RBAM_027570
up:Q88XB8	lpl:lp_1301
up:C1FQQ5	cby:CLM_0216
up:Q65FV8	bli:BL02632
up:Q65FV8	bld:BLi03196
up:A7FQI8	cba:CLB_0208
up:A7G9S1	cbf:CLI_0231
up:B1KST9	cbl:CLK_3346
up:Q9K7Q9	bha:BH3300
up:Q03AU4	lca:LSEI_0877
up:B2TK10	cbk:CLL_A0515
up:Q03GG8	ppe:PEPE_0641
up:B1IE45	cbb:CLD_0612
up:Q898W7	ctc:CTC_00321
up:Q03QA4	lbr:LVIS_1523
up:A9WGQ3	cau:Caur_3020
up:A9KL72	cpy:Cphy_3874
up:B2UZL0	cbt:CLH_0507
up:Q0BAY8	bam:Bamb_3129
up:Q97F85	cac:CA_C2856
up:Q47JN4	dar:Daro_0188
up:A5GA66	gur:Gura_1332
up:A4JIQ4	bvi:Bcep1808_3166
up:A4G977	har:HEAR2952
up:Q2T267	bte:BTH_I0174
up:Q39W48	gme:Gmet_1290
up:Q62EZ1	bma:BMA3262
up:Q1BSN9	bcn:Bcen_2467
up:Q71Z03	lmf:LMOf2365_1688
up:Q8DT23	smu:SMU_1573
up:Q9JY09	nme:NMB1799
up:Q39BZ1	bur:Bcep18194_A6431
up:Q8NVZ9	sam:MW1728
up:Q9JVV6	nma:NMA0663
up:Q92AZ5	lin:metK
up:P61946	gsu:GSU1880
up:A4T0F0	pnu:Pnuc_2003
up:B4E800	bcj:BCAL0509
up:Q6GFR6	sar:SAR1870
up:P66767	sau:SA1608
up:B2JJY6	bph:Bphy_0078
up:Q7VUL5	bpe:BP3071
up:A1KS98	nmc:NMC0422
up:A1K301	azo:azo0589
up:Q6MPK2	bba:Bd0850
up:A9M1V8	nmn:NMCC_0428
up:Q8Y347	rso:RSc0134
up:Q476V0	reu:Reut_A0201
up:A6T2Z1	mms:mma_3198
up:Q1LS34	rme:Rmet_0156
up:B8FSB9	dhd:Dhaf_3891
up:Q1H4X2	mfa:Mfla_0194
up:Q6AQ43	dps:DP0801
up:Q0KF39	reh:H16_A0230
up:Q2Y5Z1	nmu:Nmul_A2541
up:B1XSH9	pne:Pnec_1719
up:Q8Y6M0	lmo:lmo1664
up:B2UD22	rpi:Rpic_0036
up:Q5FAC0	ngo:NGO0106
up:Q0VL83	abo:ABO_2617
up:C6E2L2	gem:GM21_2943
up:A9IH21	bpt:Bpet4781
up:B4RQ36	ngk:NGK_0150
up:B2T1P7	bpy:Bphyt_0351
up:Q3AFS4	chy:CHY_0138
up:A0AJB9	lwe:lwe1683
up:A8YWU7	lhe:lhv_1731
up:Q146W0	bxe:Bxe_A4371
up:Q146W0	bxb:DR64_2048
up:A5CYJ7	pth:PTH_2759
up:C1C6A5	snm:SP70585_0806
up:A3CNY4	ssa:SSA_1495
up:Q12FG9	pol:Bpro_0767
up:C1DCT7	lhk:LHK_00579
up:A8MJT0	aoe:Clos_2531
up:Q5LZI0	stc:str1172
up:Q15QK1	pat:Patl_3331
up:Q8DQH0	spr:spr0671
up:Q97RN9	spn:SP_0762
up:A2RN40	llm:llmg_2160
up:Q18CL7	cdf:CD630_01300
up:Q18CL7	pdc:CDIF630_00247
up:Q5M434	stl:stu1172
up:Q02WN8	llc:LACR_2161
up:B8ZNB7	sne:SPN23F06840
up:Q9CEE0	lla:L153408
up:B9DSM6	sub:SUB1211
up:A8AWW6	sgo:SGO_0987
up:Q8E5Y0	san:metK
up:C0M9M7	seu:SEQ_0706
up:C1CJL0	spp:SPP_0772
up:Q7NZF9	cvi:CV_0963
up:B9DN19	sca:SCA_1389
up:B9MDD1	dia:Dtpsy_0683
up:A4VWU8	ssu:SSU05_1621
up:Q5QVM7	ilo:IL2215
up:C0MCM1	seq:SZO_13190
up:B4U228	sez:Sez_0680
up:Q8E0A3	sag:SAG0831
up:C1CDB0	sjj:SPJ_0699
up:Q8P0G6	spm:spyM18_1372
up:A1TKT9	aav:Aave_0979
up:Q5XBJ6	spa:M6_Spy1082
up:P0DF54	spg:SpyM3_1034
up:Q48SU7	spb:M28_Spy1100
up:Q3SFY2	tbd:Tbd_2521
up:Q2A1N2	ftl:FTL_1739
up:A2SKW6	mpt:Mpe_A3252
up:B0TX15	fph:Fphi_1051
up:Q74KS4	ljo:LJ_0677
up:Q1J626	spi:MGAS10750_Spy1207
up:A1W3X4	ajs:Ajs_0705
up:Q2RK28	mta:Moth_0894
up:A4IWA4	ftw:FTW_0239
up:Q0AEV7	net:Neut_1893
up:A3DHM4	cth:Cthe_2251
up:Q21NJ5	sde:Sde_0470
up:Q99Z77	spy:SPy_1359
up:Q99Z77	spz:M5005_Spy1108
up:Q5FIN8	lac:LBA1622
up:A4XHT8	csc:Csac_0857
up:B1Y6S3	lch:Lcho_0126
up:Q6FAQ6	aci:ACIAD2037
up:Q5NIC7	ftu:FTT_0149c
up:Q4FTH7	par:Psyc_0828
up:Q4L7C7	sha:SH1139
up:Q82WL2	neu:NE0659
up:Q1QCH2	pcr:Pcryo_0850
up:B4RWC7	amc:MADE_1004340
up:A6W3D6	mmw:Mmwyl1_4320
up:B9MQ10	ate:Athe_0686
up:Q3J7R5	noc:Noc_2678
up:A9N9E2	cbs:COXBURSA331_A0053
up:Q1JGA1	sph:MGAS10270_Spy1178
up:Q21RM4	rfr:Rfer_3880
up:A7HJA9	fno:Fnod_0125
up:Q83A78	cbu:CBU_2030
up:Q48CH3	psp:PSPPH_4823
up:Q2RYY4	sru:SRU_2755
up:A9KD87	cbd:CBUD_2131
up:B3PGF2	cja:CJA_0207
up:Q49YL6	ssp:SSP0976
up:Q4ZM01	psb:Psyr_4794
up:A4J945	drm:Dred_3096
up:C5CQF1	vap:Vapar_1126
up:A5WDU0	prw:PsycPRwf_0879
up:Q88AK7	pst:PSPTO_0383
up:A1JPS4	yen:YE3421
up:Q65UT4	msu:MS0669
up:Q2SLT3	hch:HCH_01533
up:Q6LMM8	ppr:PBPRA3134
up:A1WSC8	vei:Veis_4844
up:Q98A80	mlo:mlr6115
up:A9BXF7	dac:Daci_5604
up:Q12QA6	sdn:Sden_1082
up:Q0A6D3	aeh:Mlg_2262
up:A6Q1Z8	nis:NIS_0393
up:Q1WUT4	lsl:LSL_0441
up:Q8CNT5	sep:SE1458
up:Q7N119	plu:plu3683
up:A1RN71	shw:Sputw3181_3302
up:A4Y3R7	spc:Sputcn32_0871
up:Q486L6	cps:CPS_1256
up:Q7VDM7	pma:Pro_0349
up:B0VC98	aby:ABAYE2118
up:A7H6N1	afw:Anae109_0159
up:Q31EL0	tcx:Tcr_1821
up:A3M4V2	acb:A1S_1519
up:Q0HM65	she:Shewmr4_0772
up:B1I6C4	dau:Daud_2084
up:B5EN11	afe:Lferr_0690
up:C1DKE3	avn:Avin_05530
up:Q8EIB4	son:SO_0929
up:C5BTQ4	ttu:TERTU_3976
up:Q087Q9	sfr:Sfri_0646
up:A1VK01	pna:Pnap_0660
up:B4F1A5	pmr:PMI2095
up:B8J8T3	acp:A2cp1_0172
up:Q1CY83	mxa:MXAN_6517
up:A8GIX9	spe:Spro_3974
up:A9MRD1	ses:SARI_04556
up:Q5ZTY6	lpn:lpg2022
up:Q5X3N0	lpp:lpp2004
up:Q2NRD1	sgl:SG2019
up:B4ULF7	ank:AnaeK_0161
up:A1U547	maq:Maqu_3042
up:A1S9A6	saz:Sama_2760
up:P57897	pmu:PM1027
up:B5F5L4	sea:SeAg_B3252
up:C5BAV4	eic:NT01EI_3376
up:Q7M7Z2	wsu:WS1994
up:A2BUU2	pmc:P9515_03441
up:P66765	sty:STY3243
up:P66765	stt:t3002
up:Q5WV18	lpf:lpl1999
up:B5FUK0	sed:SeD_A3433
up:Q31WK4	sbo:SBO_3048
up:A6WS79	sbm:Shew185_3541
up:A3QAX5	slo:Shew_0751
up:A3D0T8	sbl:Sbal_0826
up:C6DFI3	pct:PC1_3707
up:B5RE50	seg:SG2984
up:A6LNU4	tme:Tmel_1756
up:A0LCX5	mgm:Mmc1_3332
up:A7MJQ6	esa:ESA_00400
up:B4THH4	seh:SeHA_C3328
up:A5UIU0	hiq:CGSHiGG_09560
up:B7LPQ9	efe:EFER_2881
up:P0A817	eco:b2942
up:P0A817	ecj:JW2909
up:A5F9H4	vco:VC0395_A0024
up:A5F9H4	vcr:VC395_0516
up:Q6D081	eca:ECA3920
up:A8ZYC8	dol:Dole_2850
up:Q2IM98	ade:Adeh_0154
up:Q4QLC5	hit:NTHI1340
up:Q3IDQ1	pha:PSHAa0670
up:A8APG1	cko:CKO_04317
up:A6TDV1	kpn:KPN_03375
up:A5UCT6	hip:CGSHiEE_06180
up:B0S2I6	fma:FMG_1158
up:A6VMK8	asu:Asuc_0835
up:Q2JIN3	cyb:CYB_2590
up:B2VF06	eta:ETA_28260
up:P43762	hin:HI1172
up:Q8ZHG7	ype:YPO0931
up:Q8ZHG7	ypk:y3314
up:Q8ZHG7	ypm:YP_3512
up:Q47R14	tfu:Tfu_1065
up:Q8DCA3	vvu:VV1_1536
up:Q9KUP3	vch:VC0472
up:B5XUA8	kpe:KPK_0734
up:A4WE78	ent:Ent638_3346
up:A5EY13	dno:DNO_0971
up:A2C0F4	pme:NATL1_04001
up:Q7V2Y8	pmm:PMM0311
up:A8FRL1	sse:Ssed_0873
up:A1SZJ9	pin:Ping_3227
up:A9BDW6	pmj:P9211_03451
up:Q7V5A2	pmt:PMT_1670
up:P57486	buc:BU408
up:Q46H57	pmn:PMN2A_1687
up:Q9PGB0	xfa:XF_0392
up:Q7VNG7	hdu:HD_0569
up:B2FPC7	sml:Smlt0780
up:A5GR07	syr:SynRCC307_0413
up:B4SK03	smt:Smal_0630
up:Q8K9E5	bas:BUsg_393
up:Q0I559	hso:HS_1623
up:Q9ZMN5	hpj:jhp_0183
up:B2US27	hps:HPSH_01010
up:B5Z9W8	hpg:HPG27_181
up:B6JPU7	hpp:HPP12_0198
up:A1SJF9	nca:Noca_2439
up:Q1CUW4	hpa:HPAG1_0191
up:B0BQ17	apj:APJL_1096
up:Q17YQ7	hac:Hac_0382
up:P56460	hpy:HP0197
up:P56460	heo:C694_00980
up:B8F4B2	hap:HAPS_0500
up:A3N186	apl:APL_1080
up:Q8CXS7	lil:LA_2633
up:Q04SB8	lbj:LBJ_1645
up:A8LE19	fre:Franean1_1716
up:Q2KJG3	bta:616033
up:O43776	hsa:4677
up:Q8BP47	mmu:70223
up:Q19722	cel:CELE_F22D6.3
up:O94567	spo:SPBC1773.10c
up:P38707	sce:YHR019C
up:Q6BU46	dha:DEHA2C13684g
up:P62494	rno:81830
up:P46638	mmu:19326
up:Q2TA29	bta:534708
up:Q5ZJN2	gga:415544
up:Q15907	hsa:9230
up:Q39572	cre:CHLREDRAFT_195519
up:O04486	ath:AT1G09630
up:Q39434	bvg:104900042
up:P36412	ddi:DDB_G0269238
up:Q9FJH0	ath:AT5G60860
up:P40393	osa:4341266
up:O49513	ath:AT4G18430
up:Q9LNW1	ath:AT1G07410
up:Q40521	nta:107770722
